status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time,response.docs.subsection_name
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: In a small step toward improving relations, Israel and Japan have decided to establish a committee to explore areas of economic and technological collaboration, officials of the two countries said today.",https://www.nytimes.com/1989/11/11/world/israel-and-japan-edge-closer.html,,"In a small step toward improving relations, Israel and Japan have decided to establish a committee to explore areas of economic and technological collaboration, officials of the two countries said today.",1,4,The New York Times,,,1989-11-11T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/2162b028-62ca-590d-9b02-529f7b3f297d,353,nyt://article/2162b028-62ca-590d-9b02-529f7b3f297d,Israel and Japan Edge Closer,NA,NA,Israel and Japan Edge Closer,NA,NA,NA,"By Steven R. Weisman, Special To the New York Times",,NA,3371,1330,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Keeping up pressure on anti-Israeli militias, the Lebanese Army said today that it had confiscated big caches of arms overnight in raids on the offices and warehouses of a dominant group in the port of Sidon.    A military communique said rocket launchers, land mines and mortar guns were among the weapons seized from hideouts of the Popular Nasserite Organization, which virtually ran this mainly Sunni Muslim city before all militias were formally disbanded at the end of the civil war more than two years ago.",https://www.nytimes.com/1993/01/27/world/lebanese-army-raids-offices-of-a-militia.html,,"Keeping up pressure on anti-Israeli militias, the Lebanese Army said today that it had confiscated big caches of arms overnight in raids on the offices and warehouses of a dominant group in the port of Sidon.",A,8,The New York Times,,,1993-01-27T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/ed5c23f1-2cae-5d81-8246-7b97ecbdb736,256,nyt://article/ed5c23f1-2cae-5d81-8246-7b97ecbdb736,Lebanese Army Raids Offices of a Militia,NA,NA,Lebanese Army Raids Offices of a Militia,NA,NA,NA,NA,,NA,3371,1330,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: WITH the Persian Gulf war stilled, the Arab world is looking to the new Administration to focus on an older and far more persistent priority - a settlement of the Palestinian dispute with Israel.",https://www.nytimes.com/1989/01/22/weekinreview/what-the-world-expects-from-george-bush-middle-east.html,,"WITH the Persian Gulf war stilled, the Arab world is looking to the new Administration to focus on an older and far more persistent priority - a settlement of the Palestinian dispute with Israel.",4,3,The New York Times,,,1989-01-22T05:00:00+0000,article,Week in Review Desk,Week in Review,News,nyt://article/d4274ac0-43c6-54b0-89ce-221025f3be29,335,nyt://article/d4274ac0-43c6-54b0-89ce-221025f3be29,What the World Expects From George Bush: Middle East,NA,NA,What the World Expects From George Bush: Middle East,NA,NA,NA,By Alan Cowell,,NA,3371,1330,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: 
ALICIA: My Story. By Alicia Appleman-Jurman. (Bantam, $18.95.) Alicia Appleman-Jurman's autobiography, ''Alicia,'' is so profoundly observed, and the life it records so remarkably lived, that no amount of prior immersion in the sad community of witnesses to the Holocaust can dull the reader to its heroine.",https://www.nytimes.com/1989/01/01/books/in-short-nonfiction.html,"LEAD: 
ALICIA: My Story. By Alicia Appleman-Jurman. (Bantam, $18.95.) Alicia Appleman-Jurman's autobiography, ''Alicia,'' is so profoundly observed, and the life it records so remarkably lived, that no amount of prior immersion in the sad communit...","LEAD: ALICIA: My Story. By Alicia Appleman-Jurman. (Bantam, $18.95.) Alicia Appleman-Jurman's autobiography, ''Alicia,'' is so profoundly observed, and the life it records so remarkably lived, that no amount of prior immersion in the sad community of witnesses to the Holocaust can dull the reader to its heroine.",7,15,The New York Times,,,1989-01-01T05:00:00+0000,article,Book Review Desk,Books,Review,nyt://article/de003a7c-4335-5a9a-b9d9-782cc7ba1700,236,nyt://article/de003a7c-4335-5a9a-b9d9-782cc7ba1700,"IN SHORT;
NONFICTION",NA,NA,"IN SHORT;
NONFICTION",NA,NA,NA,By Sonia Taitz,,NA,3371,1330,19,Book Review
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Nathan George Horwitt, an independent industrial designer whose Movado watch is part of the permanent collection of the Museum of Modern Art, died last Wednesday at his home in Stockbridge, Mass. He was 92 years old.",https://www.nytimes.com/1990/06/20/obituaries/nathan-horwitt-92-his-designs-included-the-movado-watch.html,,"Nathan George Horwitt, an independent industrial designer whose Movado watch is part of the permanent collection of the Museum of Modern Art, died last Wednesday at his home in Stockbridge, Mass. He was 92 years old.",B,8,The New York Times,,,1990-06-20T05:00:00+0000,article,Obituary,Obituaries,Obituary,nyt://article/65def623-a8c7-5ee2-b41c-e6111d58627f,341,nyt://article/65def623-a8c7-5ee2-b41c-e6111d58627f,"Nathan Horwitt, 92; His Designs Included The Movado Watch",NA,NA,"Nathan Horwitt, 92; His Designs Included The Movado Watch",NA,NA,NA,By Joan Cook,,NA,3371,1330,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: A Palestinian wanted by the United States as a suspect in two mid-flight bombings on American passenger planes is to be tried in Greece on charges of traveling with a forged passport, a senior official of the Greek Ministry of Public Order said today.",https://www.nytimes.com/1988/06/13/world/greece-will-try-palestinian-sought-by-us.html,,"A Palestinian wanted by the United States as a suspect in two mid-flight bombings on American passenger planes is to be tried in Greece on charges of traveling with a forged passport, a senior official of the Greek Ministry of Public Order said today.",A,6,The New York Times,,,1988-06-13T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/be0d54a8-27bb-5887-bb90-88d4452d7635,303,nyt://article/be0d54a8-27bb-5887-bb90-88d4452d7635,Greece Will Try Palestinian Sought by U.S.,NA,NA,Greece Will Try Palestinian Sought by U.S.,NA,NA,NA,Special to the New York Times,,NA,3371,1330,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Few have toiled harder for the peace of Jerusalem than Teddy Kollek, the city's Mayor for 24 years. He deserved better than the results of last week's local elections in Israel. While winning his own seat on the City Council, his party, One Jerusalem, lost its majority chiefly because the vote was boycotted by Arabs in East Jerusalem.",https://www.nytimes.com/1989/03/06/opinion/a-loss-in-jerusalem.html,,"Few have toiled harder for the peace of Jerusalem than Teddy Kollek, the city's Mayor for 24 years. He deserved better than the results of last week's local elections in Israel. While winning his own seat on the City Council, his party, One Jerusalem, lost its majority chiefly because the vote was boycotted by Arabs in East Jerusalem.",A,16,The New York Times,,,1989-03-06T05:00:00+0000,article,Editorial Desk,Opinion,Editorial,nyt://article/e4c4600f-9c83-52c7-a008-c076e4923820,355,nyt://article/e4c4600f-9c83-52c7-a008-c076e4923820,A Loss in Jerusalem,NA,NA,A Loss in Jerusalem,NA,NA,NA,NA,,NA,3371,1330,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Izler Solomon, music director of the Indianapolis Symphony Orchestra from 1955 to 1975, years that saw significant expansion and enhanced status come to that ensemble, died of heart failure Dec. 6 in Fort Wayne, Ind., where he lived. He was 77 years old.",https://www.nytimes.com/1987/12/22/obituaries/izler-solomon-77-an-orchestra-conductor.html,,"Izler Solomon, music director of the Indianapolis Symphony Orchestra from 1955 to 1975, years that saw significant expansion and enhanced status come to that ensemble, died of heart failure Dec. 6 in Fort Wayne, Ind., where he lived. He was 77 years old.",D,22,The New York Times,,,1987-12-22T05:00:00+0000,article,Obituary,Obituaries,Obituary,nyt://article/53715415-ecc7-5005-9710-dc7d89b01ee7,340,nyt://article/53715415-ecc7-5005-9710-dc7d89b01ee7,"Izler Solomon, 77, an Orchestra Conductor",NA,NA,"Izler Solomon, 77, an Orchestra Conductor",NA,NA,NA,By Will Crutchfield,,NA,3371,1330,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: A resolution demanding the release of all hostages and condemning hostage-taking was approved unanimously by the 15 members of the Security Council today.,https://www.nytimes.com/1989/08/01/world/release-all-hostages-un-says.html,,A resolution demanding the release of all hostages and condemning hostage-taking was approved unanimously by the 15 members of the Security Council today.,A,7,The New York Times,,,1989-08-01T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/9bddef32-bc36-5dab-9e70-9b12005a6bc2,345,nyt://article/9bddef32-bc36-5dab-9e70-9b12005a6bc2,"Release All Hostages, U.N. Says",NA,NA,"Release All Hostages, U.N. Says",NA,NA,NA,"By Paul Lewis, Special To the New York Times",,NA,3371,1330,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: MINE ENEMY. By Amalia Barnea and Aharon Barnea. Translated by Chaya Amir. (Grove, $17.95.) At the end of ''Mine Enemy,'' Amalia and Aharon Barnea's account of how the Israeli couple come to respect and even love a Palestinian ''terrorist,'' the reader is left uncertain as to who the villains are in the Middle East.",https://www.nytimes.com/1988/12/25/books/in-short-nonfiction-990288.html,,"MINE ENEMY. By Amalia Barnea and Aharon Barnea. Translated by Chaya Amir. (Grove, $17.95.) At the end of ''Mine Enemy,'' Amalia and Aharon Barnea's account of how the Israeli couple come to respect and even love a Palestinian ''terrorist,'' the reader is left uncertain as to who the villains are in the Middle East. This is the measure of the success of the book, a best seller in Hebrew, now smoothly translated by Chaya Amir. ''Mine Enemy'' traces the Barneas' relationship with Lieut. Col. Salah Ta'mari, a commander of the Palestine Liberation Organization's forces who was captured during Israel's 1982 invasion of Lebanon. Mr. Barnea, the Arab affairs correspondent for Israel Radio, was offered the first interview; he arrived hot for the story but cold toward the colonel. He then had to reconcile his stereotype of a Palestinian with this student of T. S. Eliot who compares Zionists with Herod. If these are not complexities enough, Colonel Ta'mari is married to Dina Abd el-Hamid, the first wife of King Hussein of Jordan; some of the most disarming passages reflect the Barneas' gee-whiz attitude toward royalty. The journalists (she is a reporter for Yediot Aharonot, Israel's biggest newspaper) serve as go-betweens while Colonel Ta'mari is in jail, and win permission to take him on outings. Woven into the tale of unlikely friendship are biographies of the colonel and the queen, and eventually the Barneas' little girl is playing with Queen Dina's little grandson. This seems an obvious symbol for the brotherhood of man, but the Barneas serve it up without saccharine. Some of their analyses are simplistic: if the P.L.O. hides a military bunker under a hospital, can it protest the bombing of the hospital? But these do not detract from this readable description of the emotional morass of the Middle East.",7,17,The New York Times,,,1988-12-25T05:00:00+0000,article,Book Review Desk,Books,Review,nyt://article/39e7c0fa-7e66-5e4a-abd2-22882b41e50b,355,nyt://article/39e7c0fa-7e66-5e4a-abd2-22882b41e50b,IN SHORT: NONFICTION,NA,NA,IN SHORT: NONFICTION,NA,NA,NA,By Barth Healey,,NA,3371,1330,19,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: A kidnapped British relief official and his Syrian aide are in the hands of the Palestinian guerrilla group led by Abu Nidal, security officials said today.",https://www.nytimes.com/1988/03/06/world/abu-nidal-group-said-to-hold-briton-and-syrian.html,,"A kidnapped British relief official and his Syrian aide are in the hands of the Palestinian guerrilla group led by Abu Nidal, security officials said today.",1,18,The New York Times,,,1988-03-06T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/bc87df69-f517-5588-bf25-f98eb30acfae,304,nyt://article/bc87df69-f517-5588-bf25-f98eb30acfae,Abu Nidal Group Said to Hold Briton and Syrian,NA,NA,Abu Nidal Group Said to Hold Briton and Syrian,NA,NA,NA,AP,,AP,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  In this hard-bitten Palestinian village at the dead end of a twisting hillside road, walls carry graffiti images of rifles, with calls for armed struggle. Here, peace with Israel seems like a distant mirage.    The hamlets and hills of this isolated region, south of Jenin in the northern West Bank, are a stronghold of the militant Black Panther organization, a loose collection of armed bands that is carrying out a purge of suspected Palestinian informers, a guerrilla war against Israeli troops and sniping attacks against Jewish civilians.",https://www.nytimes.com/1992/11/03/world/a-west-bank-militant-scoffs-at-palestinians-talking-peace.html,,"In this hard-bitten Palestinian village at the dead end of a twisting hillside road, walls carry graffiti images of rifles, with calls for armed struggle. Here, peace with Israel seems like a distant mirage.",A,7,The New York Times,,,1992-11-03T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/d675dfbd-631f-58fb-be84-ff105693902a,926,nyt://article/d675dfbd-631f-58fb-be84-ff105693902a,A West Bank Militant Scoffs at Palestinians' Talking Peace,NA,NA,A West Bank Militant Scoffs at Palestinians' Talking Peace,NA,NA,NA,By Joel Greenberg,,NA,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Werner Torkanowsky, a conductor, composer and violinist, died on Tuesday at Mount Desert Hospital in Bar Harbor, Me. He was 66 years old and lived in Hancock Point, Me.   He died of cancer, his family said.",https://www.nytimes.com/1992/10/21/obituaries/werner-torkanowksy-a-soloist-on-violin-and-a-conductor-66.html,,"Werner Torkanowsky, a conductor, composer and violinist, died on Tuesday at Mount Desert Hospital in Bar Harbor, Me. He was 66 years old and lived in Hancock Point, Me.",D,22,The New York Times,,,1992-10-21T05:00:00+0000,article,Obituary,Obituaries,Obituary; Biography,nyt://article/932dbf23-272b-5c41-a921-d3fcfbdc893d,330,nyt://article/932dbf23-272b-5c41-a921-d3fcfbdc893d,"Werner Torkanowksy, a Soloist On Violin and a Conductor, 66",NA,NA,"Werner Torkanowksy, a Soloist On Violin and a Conductor, 66",NA,NA,NA,NA,,NA,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  THE HOLOCAUST The Fate of European Jewry, 1932-1945. By Leni Yahil. Translated by Ina Friedman and Haya Galai. 808 pp. New York: Oxford University Press. $35.",https://www.nytimes.com/1990/11/04/books/the-germans-called-it-war.html,,"THE HOLOCAUST The Fate of European Jewry, 1932-1945. By Leni Yahil. Translated by Ina Friedman and Haya Galai. 808 pp. New York: Oxford University Press. $35.",7,7,The New York Times,,,1990-11-04T05:00:00+0000,article,Book Review Desk,Books,Review,nyt://article/d73f1329-e679-5ab8-a2a7-161819f5b974,1478,nyt://article/d73f1329-e679-5ab8-a2a7-161819f5b974,The Germans Called It War,NA,NA,The Germans Called It War,NA,NA,NA,By Ronald Sanders,,NA,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: Secretary of State James A. Baker 3d appears to be developing a three-track approach to Middle East peacemaking, with one track dedicated to the Israelis, one to the Palestine Liberation Organization and one to the Soviet Union.",https://www.nytimes.com/1989/03/06/world/baker-operating-on-3-tracks-in-mideast.html,,"Secretary of State James A. Baker 3d appears to be developing a three-track approach to Middle East peacemaking, with one track dedicated to the Israelis, one to the Palestine Liberation Organization and one to the Soviet Union.",A,10,The New York Times,,,1989-03-06T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/d2f5da8e-2a35-57d9-96f2-5547f4b5a955,1350,nyt://article/d2f5da8e-2a35-57d9-96f2-5547f4b5a955,Baker Operating on 3 Tracks in Mideast,NA,NA,Baker Operating on 3 Tracks in Mideast,NA,NA,NA,"By Thomas L. Friedman, Special To the New York Times",,NA,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  THERE he was again. After what had seemed a long absence, Yasir Arafat's familiar three-day-old stubble and his black-and-white-checked head scarf suddenly reappeared last week on the front pages of the world's newspapers, and at diplomatic center stage.    His remarks stunned and frustrated some fellow Palestinians, Arab leaders, and American officials, all of whom had struggled for months to secure the agreement of Syria, Jordan, Egypt and Saudi Arabia to convene a Middle East peace conference aimed at resolving the seemingly unresolvable Arab-Israeli conflict.",https://www.nytimes.com/1991/08/11/weekinreview/the-world-arafat-can-still-make-the-world-take-notice-with-one-word-no.html,,"THERE he was again. After what had seemed a long absence, Yasir Arafat's familiar three-day-old stubble and his black-and-white-checked head scarf suddenly reappeared last week on the front pages of the world's newspapers, and at diplomatic center stage.",4,3,The New York Times,,,1991-08-11T05:00:00+0000,article,Week In Review Desk,Week in Review,News,nyt://article/b1f10301-0c66-5824-bc47-2c569ac49c83,1186,nyt://article/b1f10301-0c66-5824-bc47-2c569ac49c83,Arafat Can Still Make The World Take Notice With One Word: No,THE WORLD,NA,THE WORLD; Arafat Can Still Make The World Take Notice With One Word: No,NA,NA,NA,By Judith Miller,,NA,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  Having the right address can make a difference -- sometimes. When the hard-line Israeli Government led by Yitzhak Shamir agreed in 1991 to sit down and talk peace with Palestinians, the Arabs had to come from the right place. The Israelis excluded any who lived in East Jerusalem, which Israel has long since annexed. The Israelis argued that to sit down with someone from there -- as opposed to someone from lands in the West Bank and Gaza Strip that have not been incorporated into Israel -- might somehow lead the Palestinians to hope that the status of Jerusalem might become subject to negotiation.",https://www.nytimes.com/1993/04/11/weekinreview/april-4-10-palestinians-a-change-of-address-on-the-path-to-peace.html,,"Having the right address can make a difference -- sometimes. When the hard-line Israeli Government led by Yitzhak Shamir agreed in 1991 to sit down and talk peace with Palestinians, the Arabs had to come from the right place. The Israelis excluded any who lived in East Jerusalem, which Israel has long since annexed. The Israelis argued that to sit down with someone from there -- as opposed to someone from lands in the West Bank and Gaza Strip that have not been incorporated into Israel -- might somehow lead the Palestinians to hope that the status of Jerusalem might become subject to negotiation.",4,2,The New York Times,,,1993-04-11T05:00:00+0000,article,Week in Review Desk,Week in Review,News,nyt://article/144ac1be-15de-5a88-a9da-6235513ac5d3,223,nyt://article/144ac1be-15de-5a88-a9da-6235513ac5d3,APRIL 4-10: Palestinians; A Change of Address On the Path to Peace?,NA,NA,APRIL 4-10: Palestinians; A Change of Address On the Path to Peace?,NA,NA,NA,By Elaine Sciolino,,NA,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  The Greek Government said today that it had ordered 26 Palestinian diplomats and students expelled from the country in connection with an attack on a British consulate in which seven people were killed and eight wounded.    Seven Palestinians have already been charged with murder in connection with the attack, and have been jailed pending trial.",https://www.nytimes.com/1991/06/13/world/greece-expels-26-palestinians-in-botched-attack-that-killed-7.html,,The Greek Government said today that it had ordered 26 Palestinian diplomats and students expelled from the country in connection with an attack on a British consulate in which seven people were killed and eight wounded.,A,12,The New York Times,,,1991-06-13T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/d37e3f70-4dd8-5629-ae99-430316b33d09,270,nyt://article/d37e3f70-4dd8-5629-ae99-430316b33d09,Greece Expels 26 Palestinians In Botched Attack That Killed 7,NA,NA,Greece Expels 26 Palestinians In Botched Attack That Killed 7,NA,NA,NA,NA,,NA,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: Yasir Arafat said today that the Palestine Liberation Organization could no longer consider supporting the Israeli plan for Palestinian elections because of new conditions accepted by Prime Minister Yitzhak Shamir.,https://www.nytimes.com/1989/07/10/world/arafat-bars-israel-s-election-proposal.html,,Yasir Arafat said today that the Palestine Liberation Organization could no longer consider supporting the Israeli plan for Palestinian elections because of new conditions accepted by Prime Minister Yitzhak Shamir.,A,3,The New York Times,,,1989-07-10T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/e0868a4c-e3fe-5a4f-8f33-f6d897a49342,1305,nyt://article/e0868a4c-e3fe-5a4f-8f33-f6d897a49342,Arafat Bars Israel's Election Proposal,NA,NA,Arafat Bars Israel's Election Proposal,NA,NA,NA,"By Youssef M. Ibrahim, Special To the New York Times",,NA,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  As a team of senior United States officials continued efforts here to give a kick-start to the stalled Middle East peace talks, three Israeli soldiers were killed today in southern Lebanon by rockets fired by pro-Iranian Islamic guerrillas.   The attack brought to five the number of Israeli soldiers killed in the last two days in the self-declared ""security zone."" The two days of attacks, which left eight wounded, led to retaliatory raids by Israeli forces, whose artillery pounded villages north of the zone dominated by the Islamic Party of God.",https://www.nytimes.com/1993/07/10/world/3-israeli-soldiers-killed-in-a-rocket-attack.html,,"As a team of senior United States officials continued efforts here to give a kick-start to the stalled Middle East peace talks, three Israeli soldiers were killed today in southern Lebanon by rockets fired by pro-Iranian Islamic guerrillas.",1,6,The New York Times,,,1993-07-10T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/e507f95e-3bd7-52e6-a263-a8f5b87ea1cf,246,nyt://article/e507f95e-3bd7-52e6-a263-a8f5b87ea1cf,3 Israeli Soldiers Killed in a Rocket Attack,NA,NA,3 Israeli Soldiers Killed in a Rocket Attack,NA,NA,NA,NA,,NA,3371,1340,45,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: In the bloodiest day of four months of protests, the Israeli Army shot and killed at least 14 Palestinians today as the Palestinians reacted angrily to the assassination of the Palestine Liberation Organization's military commander in Tunis earlier in the day.",https://www.nytimes.com/1988/04/17/world/14-palestinians-die-in-worst-day-of-arab-uprising.html,,"In the bloodiest day of four months of protests, the Israeli Army shot and killed at least 14 Palestinians today as the Palestinians reacted angrily to the assassination of the Palestine Liberation Organization's military commander in Tunis earlier in the day.",1,1,The New York Times,,,1988-04-17T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/5399414b-27a9-5f66-a873-9e8eeb9cd931,1342,nyt://article/5399414b-27a9-5f66-a873-9e8eeb9cd931,14 PALESTINIANS DIE IN WORST DAY OF ARAB UPRISING,NA,NA,14 PALESTINIANS DIE IN WORST DAY OF ARAB UPRISING,NA,NA,NA,"By John Kifner, Special To the New York Times",,NA,3371,1350,22,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: A clandestine pro-Iranian group believed to be holding three of the eight Americans missing in Lebanon said today that it would not free the hostages before its demands are met.,https://www.nytimes.com/1990/03/08/world/teheran-denies-direct-discussions-with-us-hostages-beirut-hostage-demands.html,,A clandestine pro-Iranian group believed to be holding three of the eight Americans missing in Lebanon said today that it would not free the hostages before its demands are met.,A,6,The New York Times,,,1990-03-08T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/28e8ddd9-65a2-5cd7-98d3-395f49558ba6,356,nyt://article/28e8ddd9-65a2-5cd7-98d3-395f49558ba6,Teheran Denies Direct Discussions With U.S. on Hostages in Beirut;   Hostage Demands Pressed,NA,NA,Teheran Denies Direct Discussions With U.S. on Hostages in Beirut;   Hostage Demands Pressed,NA,NA,NA,"By Ihsan A. Hijazi, Special To the New York Times",,NA,3371,1350,22,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,LEAD: American officials today welcomed the statement by President Hosni Mubarak of Egypt that he was willing to go to Israel if such a visit helped achieve peace in the Middle East.,https://www.nytimes.com/1988/12/26/world/mubarak-remarks-on-israeli-visit-called-a-very-good-sign-by-us.html,,American officials today welcomed the statement by President Hosni Mubarak of Egypt that he was willing to go to Israel if such a visit helped achieve peace in the Middle East.,1,10,The New York Times,,,1988-12-26T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/5d3b8cac-d8c7-5684-b0de-19fea25bb95d,332,nyt://article/5d3b8cac-d8c7-5684-b0de-19fea25bb95d,Mubarak Remarks on Israeli Visit Called 'a Very Good Sign' by U.S.,NA,NA,Mubarak Remarks on Israeli Visit Called 'a Very Good Sign' by U.S.,NA,NA,NA,"By Robert Pear, Special To the New York Times",,NA,3371,1350,22,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  As Israeli and Arab negotiators sat down for another round of peace talks in Washington, Marwan Afanah stood before an Israeli military panel today to appeal against his deportation.    Mr. Afanah, one of 12 Palestinians ordered expelled by the Israeli Government, pleaded his case in public after the High Court of Justice ruled on Sunday that the appeals hearings should be opened, for the first time, to reporters and the deportees' relatives.",https://www.nytimes.com/1992/01/14/world/expulsion-appeal-heard-by-israelis.html,,"As Israeli and Arab negotiators sat down for another round of peace talks in Washington, Marwan Afanah stood before an Israeli military panel today to appeal against his deportation.",A,14,The New York Times,,,1992-01-14T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/00567e0f-f5a9-5b7c-9dad-728e37a4651f,773,nyt://article/00567e0f-f5a9-5b7c-9dad-728e37a4651f,EXPULSION APPEAL HEARD BY ISRAELIS,NA,NA,EXPULSION APPEAL HEARD BY ISRAELIS,NA,NA,NA,By Joel Greenberg,,NA,3371,1350,22,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"  In this wretchedly poor, violently militant town and its adjacent refugee district, a palpable sense of despair and apathy has settled over Palestinians who once clung to great hopes for their future.    But incongruously, in their present desperation, Arabs here and throughout the occupied territories are becoming more flexible about making peace with Israel.",https://www.nytimes.com/1991/05/25/world/a-new-palestinian-flexibility-is-seen.html,,"In this wretchedly poor, violently militant town and its adjacent refugee district, a palpable sense of despair and apathy has settled over Palestinians who once clung to great hopes for their future.",1,3,The New York Times,,,1991-05-25T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/b8d87c97-87ea-5f1c-9c65-ee3b6f714bac,837,nyt://article/b8d87c97-87ea-5f1c-9c65-ee3b6f714bac,A New Palestinian Flexibility Is Seen,NA,NA,A New Palestinian Flexibility Is Seen,NA,NA,NA,By Sabra Chartrand,,NA,3371,1350,22,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The question had been on my mind for a long time. There I was in the room with the one person in the world who could answer it - Nelson Mandela. So I asked him, and I keep thinking about what he had to say.",https://www.nytimes.com/1990/09/25/opinion/on-my-mind-what-mandela-said.html,,"The question had been on my mind for a long time. There I was in the room with the one person in the world who could answer it - Nelson Mandela. So I asked him, and I keep thinking about what he had to say.",A,27,The New York Times,,,1990-09-25T05:00:00+0000,article,Editorial Desk,Opinion,Op-Ed,nyt://article/71666b9f-dcfb-5ae0-b68b-e3fc5ef4163f,847,nyt://article/71666b9f-dcfb-5ae0-b68b-e3fc5ef4163f,  What Mandela Said,ON MY MIND,NA,ON MY MIND;   What Mandela Said,NA,NA,NA,By A. M. Rosenthal,,NA,3371,1350,22,NA
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"LEAD: The seven American hostages still being held in Lebanon are in the hands of a variety of different pro-Iranian groups - each of which has its own political agenda, its own leadership and its own demands.",https://www.nytimes.com/1990/04/24/world/for-the-captors-less-in-common-now-with-iran.html,,"The seven American hostages still being held in Lebanon are in the hands of a variety of different pro-Iranian groups - each of which has its own political agenda, its own leadership and its own demands.",A,12,The New York Times,,,1990-04-24T05:00:00+0000,article,Foreign Desk,World,News,nyt://article/f2399061-9208-55e0-9274-90257140ebe3,969,nyt://article/f2399061-9208-55e0-9274-90257140ebe3,"For the Captors, Less in Common Now With Iran?",NA,NA,"For the Captors, Less in Common Now With Iran?",NA,NA,NA,"By Thomas L. Friedman, Special To the New York Times",,NA,3371,1350,22,NA
